CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases
175,27,Female,North,Silver,9
176,67,Other,South,Gold,7
177,50,Female,West,Platinum,6
178,50,Other,South,Gold,6
179,36,Female,South,Gold,3
180,38,Other,South,Bronze,3
181,76,Male,North,Gold,7
182,57,Female,North,Platinum,4
183,47,Male,South,Silver,5
184,66,Female,West,Silver,7
185,59,Female,North,Gold,9
186,25,Male,South,Bronze,5
187,78,Other,North,Bronze,3
188,25,Male,East,Silver,9
189,63,Male,East,Silver,5
190,69,Female,North,Gold,5
191,40,Other,South,Bronze,10
192,20,Other,North,Gold,13
193,60,Male,West,Silver,4
194,27,Male,South,Silver,8
195,24,Other,South,Gold,7
196,33,Male,South,Bronze,6
197,66,Female,South,Silver,11
198,59,Female,West,Silver,6
199,75,Male,North,Bronze,3
200,28,Female,North,Silver,5
201,70,Other,East,Bronze,8
202,40,Male,South,Bronze,9
203,28,Female,East,Silver,1
204,75,Male,West,Gold,4
205,22,Other,North,Silver,6
206,50,Female,North,Silver,6
207,19,Other,South,Silver,4
208,50,Male,North,Platinum,5
209,59,Male,West,Silver,5
210,70,Female,West,Gold,5
211,22,Other,South,Gold,8
212,22,Male,East,Gold,6
213,27,Other,South,Bronze,6
214,21,Other,West,Platinum,4
215,51,Female,North,Platinum,7
216,70,Other,North,Gold,9
217,25,Male,North,Platinum,6
218,27,Male,West,Bronze,4
219,70,Female,East,Silver,4
220,65,Other,South,Gold,4
221,74,Male,East,Platinum,6
222,26,Male,North,Gold,4
223,52,Female,South,Gold,4
224,30,Other,West,Gold,7
225,56,Other,West,Gold,4
226,26,Other,East,Silver,9
227,27,Male,South,Gold,6
228,27,Male,North,Platinum,8
229,40,Female,East,Platinum,6
230,34,Male,West,Bronze,8
231,53,Female,South,Bronze,8
232,47,Female,South,Platinum,3
233,20,Other,West,Gold,4
234,68,Female,North,Platinum,4
235,69,Other,North,Bronze,3
236,66,Other,West,Gold,4
237,67,Male,West,Platinum,5
238,20,Male,North,Silver,11
239,63,Female,East,Platinum,6
240,34,Female,East,Bronze,2
241,25,Female,South,Platinum,12
242,79,Female,South,Gold,5
243,51,Male,East,Platinum,8
244,66,Female,South,Bronze,5
245,27,Other,East,Platinum,3
246,27,Male,South,Gold,3
247,35,Other,East,Platinum,10
248,38,Female,South,Bronze,4
249,35,Male,South,Silver,5
250,27,Other,East,Platinum,6
251,19,Male,North,Platinum,10
252,20,Other,East,Bronze,5
253,52,Male,East,Bronze,9
254,54,Other,West,Platinum,6
255,40,Other,North,Bronze,6
256,26,Other,South,Bronze,11
257,35,Male,North,Gold,7
258,72,Other,North,Platinum,5
259,38,Other,North,Platinum,6
260,42,Female,West,Silver,7
261,74,Other,West,Silver,6
262,76,Female,South,Bronze,5
263,56,Male,East,Bronze,4
264,36,Other,North,Platinum,4
265,28,Male,South,Silver,4
266,33,Female,South,Platinum,6
267,34,Female,West,Platinum,8
268,33,Male,East,Platinum,4
269,50,Other,East,Silver,4
270,27,Male,West,Platinum,7
271,27,Female,North,Silver,5
272,35,Female,West,Silver,8
273,27,Other,South,Bronze,9
274,70,Female,West,Platinum,5
275,20,Other,East,Silver,5
276,51,Other,North,Bronze,5
277,66,Other,South,Bronze,5
278,35,Female,South,Silver,5
279,27,Male,East,Gold,9
280,27,Male,West,Bronze,7
281,63,Female,South,Silver,5
282,33,Male,West,Bronze,9
283,58,Male,South,Gold,3
284,74,Female,East,Platinum,8
285,40,Male,South,Silver,6
286,18,Female,South,Platinum,15
287,30,Other,North,Bronze,11
288,51,Other,South,Gold,7
289,20,Male,East,Gold,4
290,79,Female,South,Bronze,10
291,53,Other,East,Silver,10
292,34,Female,West,Silver,8
293,40,Female,East,Bronze,5
294,76,Female,West,Gold,10
295,58,Male,South,Platinum,8
296,65,Other,East,Gold,8
297,33,Male,North,Gold,4
298,27,Female,East,Gold,5
299,56,Other,West,Bronze,2
300,41,Male,West,Platinum,5
301,63,Other,North,Gold,6
302,57,Male,East,Bronze,9
303,27,Female,South,Silver,5
304,51,Other,East,Silver,4
305,60,Female,East,Gold,8
306,36,Female,East,Gold,10
307,67,Other,North,Platinum,8
308,42,Other,North,Gold,6
309,74,Male,North,Silver,5
310,67,Male,North,Bronze,5
311,50,Female,North,Bronze,4
312,35,Male,South,Platinum,7
313,63,Other,East,Bronze,6
314,28,Other,East,Platinum,7
315,27,Other,South,Gold,6
316,25,Female,South,Bronze,7
317,27,Male,South,Platinum,4
318,36,Male,South,Platinum,4
319,70,Male,North,Gold,3
320,37,Male,East,Silver,3
321,27,Male,South,Bronze,8
322,28,Male,West,Gold,6
323,65,Male,South,Bronze,14
324,61,Female,East,Silver,7
325,75,Male,West,Bronze,8
326,19,Male,South,Platinum,3
327,27,Male,North,Bronze,7
328,70,Female,North,Platinum,5
329,66,Male,West,Silver,5
330,27,Female,North,Platinum,6
331,70,Female,West,Gold,4
332,27,Female,South,Platinum,6
333,22,Other,East,Platinum,2
334,59,Male,West,Gold,8
335,21,Other,South,Platinum,2
336,69,Male,West,Platinum,5
337,64,Female,East,Gold,7
338,20,Female,North,Platinum,5
339,78,Male,North,Platinum,4
340,44,Male,West,Bronze,5
341,22,Female,East,Bronze,8
342,77,Male,South,Platinum,5
343,70,Male,South,Gold,4
344,77,Other,South,Gold,7
345,70,Female,West,Bronze,2
346,43,Other,North,Gold,3
347,70,Female,West,Gold,4
348,27,Other,West,Bronze,5
349,70,Male,West,Silver,5
350,35,Male,South,Bronze,4
351,28,Female,East,Gold,5
352,77,Female,West,Platinum,6
353,27,Female,South,Gold,12
354,67,Other,West,Platinum,8
355,30,Female,West,Platinum,6
356,25,Male,South,Platinum,3
357,20,Female,East,Silver,7
358,57,Male,East,Silver,6
359,22,Other,North,Bronze,4
360,38,Male,West,Silver,7
361,34,Male,North,Platinum,8
362,63,Other,South,Gold,6
363,35,Male,West,Gold,8
364,53,Other,South,Platinum,6
365,47,Other,North,Gold,5
366,27,Other,South,Gold,2
367,74,Male,South,Silver,5
368,25,Other,East,Platinum,6
369,37,Female,West,Gold,9
370,38,Male,West,Gold,8
371,40,Male,West,Gold,5
372,53,Female,South,Platinum,8
373,20,Female,East,Platinum,4
374,26,Female,North,Bronze,6
375,36,Female,West,Bronze,6
376,27,Other,South,Gold,9
377,22,Male,East,Silver,6
378,47,Male,East,Silver,8
379,50,Female,West,Platinum,4
380,27,Other,East,Platinum,4
381,63,Other,East,Bronze,2
382,75,Female,South,Bronze,9
383,22,Female,North,Platinum,10
384,70,Female,East,Silver,6
385,69,Female,North,Bronze,9
386,35,Other,East,Bronze,5
387,35,Male,East,Gold,6
388,47,Other,East,Silver,7
389,59,Male,West,Gold,6
390,27,Male,West,Bronze,6
391,27,Male,West,Bronze,6
392,51,Other,North,Bronze,6
393,50,Female,North,Bronze,3
394,35,Female,West,Platinum,6
395,59,Other,North,Silver,3
396,27,Other,South,Silver,6
397,74,Male,North,Silver,5
398,51,Other,South,Silver,7
399,27,Male,West,Gold,11
400,68,Other,South,Gold,5
401,27,Female,West,Gold,9
402,65,Female,West,Bronze,7
403,70,Female,West,Platinum,7
404,26,Other,North,Silver,7
405,27,Male,East,Platinum,7
406,40,Female,East,Silver,1
407,74,Male,South,Silver,10
408,45,Female,East,Gold,8
409,40,Male,West,Bronze,5
410,79,Other,East,Bronze,4
411,63,Other,South,Platinum,3
412,51,Male,West,Bronze,8
413,37,Other,North,Gold,6
414,35,Male,West,Silver,5
415,35,Other,West,Platinum,5
416,27,Other,South,Gold,6
417,20,Male,North,Silver,7
418,37,Female,West,Bronze,7
419,65,Female,North,Platinum,3
420,47,Female,West,Platinum,4
421,27,Male,West,Silver,7
422,59,Female,South,Bronze,6
423,72,Other,West,Platinum,12
424,67,Female,West,Bronze,5
425,27,Other,West,Bronze,8
426,35,Female,East,Silver,5
427,27,Female,North,Gold,5
428,35,Male,South,Bronze,6
429,77,Other,South,Platinum,5
430,37,Other,South,Platinum,4
431,79,Other,West,Platinum,9
432,22,Female,North,Platinum,6
433,27,Female,East,Silver,6
434,25,Male,East,Bronze,9
435,35,Male,South,Silver,9
436,59,Male,North,Gold,6
437,67,Female,East,Bronze,5
438,40,Male,South,Bronze,6
439,69,Other,East,Bronze,7
440,75,Male,East,Gold,3
441,19,Female,North,Silver,5
442,27,Male,South,Bronze,5
443,27,Other,East,Bronze,5
444,79,Other,West,Platinum,7
445,70,Other,West,Gold,7
446,24,Female,East,Platinum,8
447,79,Other,North,Platinum,6
448,27,Male,North,Silver,8
449,28,Male,East,Platinum,4
450,70,Other,North,Gold,5
451,20,Female,North,Gold,5
452,28,Other,West,Bronze,3
453,36,Male,South,Silver,2
454,22,Male,South,Bronze,3
455,55,Other,East,Platinum,9
456,22,Female,East,Bronze,4
457,75,Male,East,Gold,5
458,70,Female,West,Gold,8
459,21,Other,West,Platinum,5
460,20,Male,North,Bronze,5
461,70,Male,West,Gold,9
462,22,Male,South,Gold,4
463,27,Male,West,Silver,6
464,50,Male,East,Bronze,8
465,27,Male,South,Bronze,4
466,31,Other,North,Silver,7
467,60,Male,South,Gold,8
468,27,Male,West,Silver,10
469,25,Other,West,Silver,9
470,65,Male,North,Silver,9
471,20,Male,East,Gold,3
472,28,Other,North,Platinum,6
473,28,Male,North,Platinum,4
474,28,Male,North,Platinum,6
475,70,Other,North,Silver,4
476,25,Male,West,Platinum,9
477,21,Other,East,Bronze,7
478,25,Male,South,Platinum,7
479,24,Male,East,Gold,3
480,20,Other,East,Silver,4
481,27,Female,North,Silver,11
482,63,Other,East,Platinum,5
483,20,Female,North,Silver,9
484,67,Female,South,Silver,4
485,36,Male,North,Silver,5
486,72,Other,South,Silver,6
487,37,Female,East,Bronze,5
488,47,Female,North,Gold,3
489,70,Female,West,Bronze,5
490,22,Female,South,Platinum,4
491,71,Other,East,Platinum,6
492,37,Male,South,Silver,6
493,37,Male,North,Silver,6
494,50,Female,West,Platinum,6
495,70,Male,South,Silver,7
496,58,Female,South,Bronze,5
497,57,Male,South,Silver,4
498,25,Male,East,Bronze,8
499,44,Other,West,Gold,7
500,43,Female,West,Bronze,6
501,38,Other,West,Platinum,5
502,20,Male,South,Platinum,5
503,63,Female,South,Platinum,8
504,28,Female,South,Bronze,7
505,35,Female,South,Gold,3
506,70,Female,North,Platinum,4
507,74,Female,North,Silver,5
508,19,Female,East,Bronze,7
509,67,Male,South,Gold,6
510,63,Female,East,Bronze,9
511,75,Male,West,Bronze,9
512,75,Other,South,Gold,4
513,75,Male,North,Bronze,2
514,65,Other,South,Platinum,10
515,77,Female,West,Gold,6
516,26,Male,East,Bronze,2
517,45,Male,South,Silver,4
518,65,Male,North,Gold,6
519,27,Other,West,Silver,7
520,32,Female,West,Bronze,6
521,26,Male,East,Silver,5
522,50,Other,South,Gold,5
523,27,Male,North,Bronze,7
524,63,Male,South,Gold,7
525,55,Male,North,Bronze,5
526,60,Male,East,Platinum,6
527,47,Other,West,Platinum,9
528,19,Female,East,Platinum,2
529,25,Female,West,Silver,5
530,27,Male,South,Silver,3
531,62,Other,West,Platinum,10
532,55,Female,North,Gold,6
533,27,Female,East,Gold,2
534,40,Male,West,Bronze,5
535,20,Male,West,Gold,5
536,35,Other,South,Gold,7
537,63,Female,South,Silver,6
538,26,Male,South,Gold,5
539,43,Other,North,Gold,4
540,62,Other,South,Bronze,4
541,57,Other,West,Platinum,4
542,27,Female,North,Platinum,7
543,74,Female,South,Silver,6
544,65,Female,West,Silver,10
545,27,Other,North,Bronze,7
546,63,Other,West,Silver,9
547,27,Male,South,Bronze,9
548,70,Male,South,Platinum,6
549,67,Female,North,Platinum,9
550,50,Female,East,Bronze,2
551,51,Male,West,Platinum,4
552,22,Female,West,Gold,8
553,30,Male,East,Gold,6
554,70,Male,East,Platinum,4
555,28,Male,West,Bronze,4
556,28,Other,North,Gold,9
557,36,Female,East,Gold,6
558,27,Other,South,Platinum,5
559,70,Female,North,Silver,8
560,64,Other,East,Silver,6
561,26,Female,South,Platinum,4
562,28,Female,South,Platinum,5
563,26,Male,West,Gold,5
564,34,Other,North,Bronze,3
565,51,Other,East,Bronze,5
566,27,Female,South,Gold,6
567,63,Other,West,Gold,5
568,75,Female,East,Bronze,5
569,49,Female,South,Silver,3
570,30,Male,West,Silver,6
571,59,Female,South,Bronze,3
572,27,Other,West,Platinum,4
573,70,Male,West,Platinum,8
574,63,Female,North,Gold,4
575,35,Male,East,Silver,6
576,59,Male,West,Platinum,8
577,18,Female,South,Platinum,3
578,64,Other,East,Platinum,5
579,60,Female,East,Bronze,6
580,34,Female,East,Gold,7
581,21,Female,North,Gold,4
582,35,Female,West,Silver,3
583,18,Female,West,Platinum,6
584,26,Other,West,Gold,2
585,27,Male,West,Bronze,3
586,20,Other,South,Bronze,5
587,48,Female,West,Bronze,5
588,70,Male,East,Platinum,8
589,35,Male,West,Bronze,12
590,57,Male,West,Platinum,3
591,25,Other,West,Gold,6
592,74,Other,West,Bronze,6
593,70,Other,North,Platinum,12
594,70,Female,East,Silver,7
595,75,Other,North,Gold,5
596,76,Other,East,Gold,4
597,72,Other,West,Platinum,3
598,75,Male,West,Platinum,5
599,28,Male,East,Gold,2
600,56,Female,East,Platinum,4
601,67,Male,North,Bronze,5
602,75,Female,North,Platinum,8
603,27,Male,South,Gold,6
604,67,Female,South,Bronze,8
605,33,Female,North,Platinum,6
606,48,Male,South,Bronze,7
607,32,Male,North,Platinum,4
608,65,Other,North,Gold,3
609,20,Other,North,Gold,5
610,35,Female,South,Bronze,8
611,33,Female,East,Gold,4
612,51,Female,West,Gold,4
613,27,Male,South,Bronze,7
614,52,Male,West,Bronze,6
615,28,Other,West,Gold,9
616,19,Male,East,Bronze,4
617,78,Female,South,Bronze,7
618,65,Other,West,Platinum,9
619,77,Male,East,Silver,5
620,75,Female,East,Gold,4
621,37,Male,North,Gold,4
622,28,Male,South,Platinum,6
623,70,Male,West,Gold,7
624,20,Female,East,Gold,9
625,27,Female,West,Gold,7
626,43,Male,South,Bronze,4
627,27,Female,North,Gold,3
628,34,Male,West,Gold,5
629,47,Other,North,Silver,8
630,70,Female,East,Platinum,4
631,67,Male,North,Platinum,4
632,65,Male,West,Bronze,4
633,48,Male,South,Gold,6
634,63,Other,West,Gold,6
635,27,Female,West,Gold,6
636,67,Male,North,Gold,7
637,28,Male,North,Bronze,7
638,27,Male,West,Silver,5
639,35,Female,North,Platinum,3
640,22,Other,North,Silver,5
641,70,Other,South,Gold,4
642,31,Male,South,Silver,3
643,26,Male,East,Silver,3
644,72,Female,West,Platinum,8
645,22,Male,North,Silver,4
646,65,Other,West,Silver,8
647,65,Female,East,Silver,6
648,70,Female,East,Bronze,7
649,27,Male,South,Bronze,7
650,77,Other,North,Bronze,10
651,35,Female,North,Silver,7
652,40,Female,West,Bronze,6
653,27,Male,South,Silver,8
654,70,Other,South,Silver,5
655,33,Other,South,Bronze,7
656,74,Female,North,Gold,7
657,22,Other,East,Silver,9
658,50,Male,East,Silver,5
659,28,Male,North,Platinum,6
660,51,Female,East,Bronze,6
661,77,Female,West,Platinum,6
662,27,Other,North,Silver,7
663,75,Male,North,Platinum,5
664,21,Other,South,Silver,2
665,75,Other,North,Platinum,6
666,57,Female,West,Silver,4
667,19,Male,South,Bronze,6
668,60,Male,South,Platinum,3
669,27,Other,East,Platinum,8
670,59,Male,South,Gold,4
671,31,Male,West,Gold,8
672,75,Other,West,Bronze,5
673,47,Female,East,Silver,4
674,59,Female,North,Gold,4
675,27,Female,West,Bronze,3
676,52,Other,West,Bronze,4
677,50,Male,East,Silver,7
678,72,Other,East,Silver,4
679,25,Other,East,Platinum,4
680,36,Female,North,Platinum,6
681,44,Male,North,Bronze,8
682,45,Female,South,Bronze,5
683,69,Male,West,Bronze,6
684,27,Male,North,Platinum,7
685,35,Female,South,Gold,6
686,27,Female,North,Silver,6
687,47,Other,East,Bronze,7
688,70,Male,South,Platinum,6
689,37,Male,North,Platinum,7
690,22,Male,North,Silver,5
691,27,Male,West,Gold,5
692,27,Male,North,Bronze,4
693,33,Other,West,Silver,6
694,70,Male,East,Platinum,8
695,32,Other,South,Gold,5
696,20,Female,South,Bronze,6
697,28,Other,South,Platinum,5
698,61,Other,North,Platinum,2
699,27,Other,South,Silver,6
700,38,Female,West,Platinum,3
701,47,Male,South,Bronze,4
702,67,Other,North,Platinum,9
703,70,Female,North,Silver,7
704,28,Other,West,Silver,8
705,72,Other,West,Gold,6
706,63,Female,North,Gold,4
707,31,Other,North,Platinum,5
708,70,Other,East,Platinum,5
709,18,Male,East,Platinum,7
710,26,Female,South,Gold,5
711,35,Other,East,Gold,9
712,22,Female,North,Platinum,9
713,25,Female,East,Gold,8
714,35,Male,North,Silver,7
715,60,Male,East,Gold,8
716,26,Male,West,Silver,4
717,70,Other,North,Platinum,3
718,51,Other,South,Silver,8
719,71,Other,South,Bronze,9
720,77,Other,East,Platinum,2
721,28,Other,West,Silver,5
722,48,Other,North,Silver,6
723,61,Female,South,Gold,7
724,65,Female,North,Silver,8
725,70,Male,East,Gold,6
726,19,Other,North,Silver,11
727,33,Female,North,Silver,4
728,37,Male,East,Gold,7
729,37,Male,South,Bronze,9
730,30,Male,West,Silver,7
731,75,Male,West,Silver,4
732,21,Female,West,Platinum,4
733,65,Female,East,Gold,4
734,28,Female,North,Gold,5
735,34,Male,East,Bronze,3
736,26,Male,East,Platinum,6
737,50,Other,North,Bronze,3
738,27,Other,West,Bronze,1
739,28,Male,East,Silver,6
740,45,Female,West,Silver,8
741,28,Male,South,Gold,5
742,78,Other,South,Platinum,1
743,77,Other,West,Gold,6
744,56,Female,East,Platinum,5
745,26,Male,North,Gold,3
746,40,Other,West,Bronze,5
747,21,Female,West,Bronze,10
748,35,Other,East,Bronze,4
749,21,Female,West,Silver,11
750,35,Other,West,Platinum,6
751,67,Other,East,Platinum,9
752,20,Male,West,Silver,6
753,59,Female,West,Platinum,10
754,54,Female,West,Gold,5
755,75,Other,South,Bronze,3
756,28,Male,South,Silver,10
757,35,Other,North,Bronze,5
758,33,Other,North,Platinum,8
759,27,Other,North,Silver,9
760,50,Female,East,Platinum,5
761,69,Male,East,Bronze,3
762,74,Other,East,Platinum,4
763,57,Other,West,Silver,5
764,38,Other,East,Platinum,2
765,60,Female,North,Silver,7
766,70,Other,North,Silver,5
767,27,Female,North,Silver,4
768,60,Female,East,Gold,5
769,79,Female,East,Platinum,6
770,34,Female,North,Platinum,2
771,77,Female,South,Bronze,4
772,27,Male,North,Silver,5
773,28,Female,East,Silver,7
774,28,Female,East,Bronze,5
775,47,Other,North,Platinum,6
776,67,Male,West,Platinum,7
777,79,Male,South,Platinum,2
778,65,Other,South,Silver,8
779,33,Female,East,Silver,5
780,27,Male,East,Bronze,5
781,70,Female,East,Gold,6
782,53,Other,North,Gold,8
783,26,Male,East,Silver,1
784,30,Female,East,Platinum,3
785,50,Male,East,Platinum,5
786,36,Male,South,Gold,7
787,31,Female,South,Platinum,4
788,38,Female,West,Gold,4
789,63,Male,West,Silver,7
790,67,Other,East,Silver,7
791,40,Male,South,Platinum,8
792,26,Other,South,Platinum,8
793,67,Male,South,Gold,4
794,36,Female,South,Platinum,9
795,70,Other,West,Silver,6
796,70,Other,North,Platinum,4
797,26,Male,South,Platinum,8
798,33,Male,South,Platinum,10
799,28,Other,South,Silver,5
800,75,Female,South,Platinum,6
801,45,Other,North,Gold,7
802,77,Other,North,Bronze,4
803,33,Female,East,Gold,5
804,70,Female,West,Gold,10
805,72,Male,South,Gold,9
806,74,Male,South,Silver,4
807,33,Male,East,Gold,4
808,28,Female,North,Platinum,9
809,21,Other,East,Silver,7
810,50,Female,North,Bronze,3
811,21,Male,West,Gold,11
812,44,Other,East,Bronze,6
813,28,Male,East,Platinum,5
814,21,Other,South,Platinum,8
815,75,Female,East,Gold,5
816,67,Male,North,Platinum,6
817,63,Female,North,Platinum,5
818,67,Female,East,Platinum,6
819,35,Female,North,Silver,4
820,27,Other,East,Bronze,6
821,27,Female,West,Gold,5
822,57,Female,South,Bronze,9
823,65,Other,West,Silver,4
824,25,Female,West,Platinum,2
825,75,Female,South,Platinum,7
826,47,Female,South,Silver,5
827,60,Other,South,Platinum,3
828,27,Other,East,Gold,9
829,59,Male,North,Gold,6
830,19,Female,East,Bronze,7
831,47,Other,North,Silver,4
832,66,Female,East,Silver,7
833,21,Other,North,Gold,9
834,33,Other,North,Platinum,6
835,26,Other,West,Silver,10
836,57,Male,East,Silver,8
837,53,Female,South,Platinum,3
838,34,Other,East,Silver,4
839,35,Female,South,Platinum,6
840,35,Other,East,Bronze,7
841,75,Female,West,Bronze,9
842,28,Female,North,Platinum,7
843,62,Other,South,Bronze,6
844,65,Female,North,Platinum,4
845,36,Male,North,Platinum,1
846,52,Male,North,Silver,2
847,57,Female,West,Platinum,4
848,45,Female,East,Platinum,9
849,28,Other,North,Platinum,9
850,40,Other,West,Platinum,4
851,27,Female,West,Platinum,6
852,45,Female,West,Gold,5
853,67,Female,East,Gold,5
854,26,Female,South,Gold,4
855,35,Male,North,Bronze,4
856,28,Female,West,Silver,9
857,27,Other,South,Bronze,5
858,30,Male,South,Bronze,4
859,27,Female,West,Gold,7
860,38,Other,East,Gold,6
861,22,Male,South,Silver,7
862,70,Female,East,Platinum,5
863,47,Female,East,Bronze,7
864,70,Female,South,Silver,4
865,26,Female,South,Platinum,5
866,63,Male,South,Bronze,3
867,70,Other,East,Silver,6
868,28,Female,East,Bronze,4
869,67,Male,South,Silver,5
870,72,Male,West,Bronze,4
871,57,Other,West,Platinum,6
872,30,Male,East,Bronze,3
873,47,Male,West,Gold,6
874,45,Other,South,Bronze,6
875,47,Male,East,Platinum,8
876,38,Male,West,Gold,8
877,40,Other,East,Platinum,7
878,27,Male,West,Platinum,7
879,53,Other,West,Silver,5
880,33,Female,North,Platinum,4
881,47,Female,West,Platinum,12
882,28,Female,North,Platinum,4
883,57,Female,South,Gold,4
884,47,Male,North,Bronze,8
885,59,Female,East,Gold,6
886,61,Other,South,Platinum,5
887,59,Other,North,Platinum,5
888,70,Other,South,Platinum,4
889,75,Other,West,Gold,9
890,37,Female,South,Platinum,3
891,28,Other,West,Silver,8
892,38,Female,East,Gold,5
893,22,Other,West,Silver,1
894,31,Other,West,Silver,6
895,28,Female,West,Gold,5
896,47,Female,North,Platinum,12
897,29,Male,East,Bronze,13
898,53,Male,South,Platinum,5
899,38,Male,West,Silver,6
